job_id,title,company,location,latitude,longitude,salary_min,salary_max,contract_type,description,category,created,redirect_url
4918639847,Responsable de Chapter Design Authority H/F,Crédit Agricole Assurances,"15ème Arrondissement, Paris",48.84167,2.29963,,,permanent,"Premier assureur en France, nous voulons aller plus loin en devenant l'assureur digital de référence. La Direction Data & Analytics développe l'usage de la data dans les interactions avec nos clients. Au sein de cette grande Direction, nous recherchons actuellement le futur Manager de la Design Authority & Technical Office (DATO), entité composée d'environ 15 collaborateurs de profil majoritairement Data Engineer, Tech Lead, Architecte technique Data, Architecte urbaniste Data, … La Design Auth…",Emplois Comptabilité et Finance,2024-10-30T16:35:49Z,https://www.adzuna.fr/details/4918639847?utm_medium=api&utm_source=a24f9369
4964526960,Développeur Java F/H,NEO-SOFT SERVICES,"Paris, Ile-de-France",48.863839,2.344631,40000.0,60000.0,permanent,"En intégrant notre agence de Paris, voici des exemples de missions qui vous seront proposées chez l'un de nos clients : Vos missions Les phases d'analyse et de conception d’applications métiers La rédaction des spécifications techniques et fonctionnelles La prise en charge du développement de différents modules logiciels en JAVA/JEE La réalisation d’évolutions sur les applicatifs existants Les phases de tests (unitaires et d’intégration) La maintenance évolutive et corrective Une participation …",Emplois Administration,2024-12-05T18:22:43Z,https://www.adzuna.fr/details/4964526960?utm_medium=api&utm_source=a24f9369
4964533875,Technical Leader Infrastructure F/H,NEO-SOFT SERVICES,"Paris, Ile-de-France",48.863839,2.344631,40000.0,75000.0,permanent,"Nous recherchons pour intégrer notre agence de Paris, un Teach lead infrastructure (H/F). Vous bénéficierez dans un premier temps d'une période d'intégration vous permettant de découvrir le groupe, nos enjeux et nos équipes. En intégrant notre agence de Paris pour un client du secteur bancaire, voici des exemples de missions qui vous seront proposées : Vos missions Assurer le maintien en condition opérationnelle : support N3, fonctionnement et performance au quotidien des composants, procédure …",Emplois Administration,2024-12-05T18:25:21Z,https://www.adzuna.fr/details/4964533875?utm_medium=api&utm_source=a24f9369
4844502585,Tech Lead Dataviz - Powerbi H/F,BPCE Payments,"Saint-Mandé, Nogent-sur-Marne",48.82589,2.40689,,,,"Grâce à son expertise reconnue dans le domaine du processing de la monétique et des flux de paiement, BPCE Payment Services accompagne les banques et filiales du Groupe BPCE, ainsi qu'une clientèle externe composée d'établissements financiers et de prestataires de services de paiement. Premier à opérer Apple Pay, Samsung Pay et le paiement instantané en France, BPCE Payment Services gère plus de 20% des activités de processing des paiements en France. Poste et missions En tant que Lead DataViz,…",Emplois Comptabilité et Finance,2024-08-30T06:33:37Z,https://www.adzuna.fr/details/4844502585?utm_medium=api&utm_source=a24f9369
4948915621,Senior Analytics engineer,lempire,"Paris, Ile-de-France",48.863839,2.344631,,,,"About us  At lempire, we're a passionate team on a mission to help individuals and businesses grow. As a B2B SaaS company, valued at $150 million, we have a suite of 5 products:  lemlist : our cold outreach tool, used by 10,000 users worldwide to find leads & their emails, write campaigns, personalize at scale, and get more customers.  lemwarm : the 1st deliverability tool on the market that helps users reach their audience’s inboxes.  lemcal : our scheduling tool that allows you to create a pe…","Emplois RP, Publicité et Marketing",2024-11-23T13:44:37Z,https://www.adzuna.fr/details/4948915621?utm_medium=api&utm_source=a24f9369
4862170094,Data Product Manager H/F,Ceva Santé Animale,France,,,,,,"Your missions : Take ownership for defining and operationalizing some of the company's most important data products. Work closely with global business stakeholders, commercial, data analysts, engineers, data scientists and other cross functional teams to create integrated roadmaps, prioritize development, define metrics and key results and deliver reusable, scalable, resilient and quality Data Products that power the company business. Primary Job Responsibilities : BE a cross functional leader …",Unknown,2024-09-13T07:30:44Z,https://www.adzuna.fr/details/4862170094?utm_medium=api&utm_source=a24f9369
4968588710,Stage - Data Scientist IA H/F,Crédit Agricole Group,"Villejuif, L'Haÿ-les-Roses",48.79507,2.36653,,,,"L’Equipe IA, rattachée à la Direction des systèmes d’information de LCL, est une équipe à taille humaine composée de six Data Scientists experts en Computer Vision et NLP, deux Data Enginers, trois chefs de projets scientifiques, et de son responsable. Elle a vocation à proposer des solutions innovantes, basées sur la Data Science, pour répondre aux divers besoins métiers de la banque, dans une optique d’industrialisation des projets menés. Pour ce faire, elle est accompagnée par la Direction I…",Emplois Informatique,2024-12-09T07:42:39Z,https://www.adzuna.fr/land/ad/4968588710?se=PjS_F8y37xGzuRE-6uQOnw&utm_medium=api&utm_source=a24f9369&v=508B1947D42E352AD86C1460174F9900FBF8DFAF
4934700870,Responsable de Chapter Design Authority H/F,Tekkit,"Paris, Ile-de-France",48.863839,2.344631,,,,"Crédit Agricole Assurances accompagne ses clients – particuliers, professionnels, agriculteurs et entreprises – à chaque instant de leur vie, à travers trois métiers (Epargne/Retraite, Prévoyance/Emprunteur/Collectives, Dommages). Nous leur proposons une gamme complète de produits et services distribués dans les Caisses régionales de Crédit Agricole et chez LCL. Grâce à notre modèle de bancassurance, à notre expertise et à l'engagement de nos 5800 collaborateurs, en France et dans 8 pays, nous …",Emplois Autres/Général,2024-11-11T15:43:13Z,https://www.adzuna.fr/land/ad/4934700870?se=PjS_F8y37xGzuRE-6uQOnw&utm_medium=api&utm_source=a24f9369&v=6217D0D77E7430C964803712AE10C4A7BEBF4E90
4903931594,CS25 - Stage - BAC5 - Ingénieure/Ingénieur Digitalisation métier (F/H),RENAULT s.,France,,,,,,"Company RENAULT s.a.s. Job Description Contexte et environnement de travail Vous serez rattachée/rattaché au service centre d’essais véhicules sur le site de Aubevoye. L’objectif de ce stage est de fortement contribuer à la progression de ce processus, grâce à notamment l’apport des dernières évolutions des outils digitaux, incluant l’IA. Vos missions A ce titre, vous serez en charge de : Comprendre l’organisation, et de se familiariser avec les outils digitaux existants; Piloter l’évolution ou…",Unknown,2024-10-16T14:45:59Z,https://www.adzuna.fr/details/4903931594?utm_medium=api&utm_source=a24f9369
4738287256,Formation Développeur Web Full Stack | 18 mois en Alternance,DevUniversity,"Brest, Finistère",48.3906,-4.4869,,,,"Objectifs de la formation Cette formation a pour objectif de vous rendre opérationnel dans l'exercice du métier de Développeur Full Stack. A l'issue de cette formation en alternance, vous serez capable de : Analyser et définir une stratégie de systèmes d’information. Piloter et manager les projets informatiques. Concevoir et développer une application informatique. Construire et développer des modèles de big data Moyens pédagogiques Travaux pratiques : Pendant 80% du temps, vous travaillez sur …",Emplois Informatique,2024-06-15T11:02:58Z,https://www.adzuna.fr/details/4738287256?utm_medium=api&utm_source=a24f9369
